,Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1923,1923,Dumbbell Walking Lunge,"The dumbbell walking lunge tests your ability to maintain balance while challenging the quads, glutes, and hamstrings as well as core muscles.",Strength,Quadriceps,Dumbbell,Intermediate,7.3,Average
1925,1925,Dumbbell thruster,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells are also a great option.",Strength,Quadriceps,Dumbbell,Intermediate,0.0,Average
1926,1926,Dumbbell front squat,"The dumbbell front squat is a popular exercise for targeting the muscles of the lower body, including the quadriceps, glutes, and hamstrings. Holding dumbbells in the racked position also works the core and upper-back muscles to maintain posture while the lower body moves. Because the amount of weight you can use will be limited by what you can clean to the rack position, this movement is usually performed for moderate to high reps, at least 8-12 reps per set or more. If this movement hurts your knees, try performing it with a wider stance.",Strength,Quadriceps,Dumbbell,Intermediate,0.0,
1928,1928,Dumbbell lateral hop,"The dumbbell lateral hop is an explosive exercise that targets the muscles of the hips and legs. Adding dumbbells adds a challenge to the core, as well. Because balance can be a challenge, it is usually performed with relatively light weights, often as a component of fat-loss or athletic training.",Plyometrics,Quadriceps,Dumbbell,Intermediate,0.0,
1929,1929,Dumbbell lunge with biceps curl,"The dumbbell lunge with biceps curl combines an isometric hold at the bottom of a lunge with a dumbbell biceps curl. The two exercises combine to target the legs, core, and biceps. The curl will determine the amount of weight you can use, but even a light weight will make the lunge hold seriously challenging.",Strength,Quadriceps,Dumbbell,Intermediate,0.0,
1933,1933,Dumbbell jump squat,"The dumbbell jump squat is a popular movement combining an explosive lower-body movement with extra upper-body loading in the form of dumbbells held in the hands. Done with heavier weights, it can be trained for low reps with a power focus. With light weights, it is often done for higher reps for fat-loss and conditioning.",Plyometrics,Quadriceps,Dumbbell,Intermediate,0.0,
1935,1935,Boss Everline Dumbbell Lunge Jump,,Strength,Quadriceps,Dumbbell,Intermediate,,
1936,1936,Dumbbell Fix Dumbbell Split Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1937,1937,Single-leg dumbbell Romanian deadlift,"The single-leg dumbbell Romanian deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The difference between a Romanian deadlift and a stiff-legged deadlift is the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Single-leg deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. If balance is a challenge, this movement is still very effective if performed while holding on to a stable object for support.",Strength,Quadriceps,Dumbbell,Intermediate,,
1938,1938,Dumbbell Fix Dumbbell Alternating Reverse Lunge,,Strength,Quadriceps,Dumbbell,Intermediate,,
1939,1939,Dumbbell Fix Turkish Get-Up,,Strength,Quadriceps,Dumbbell,Intermediate,,
1940,1940,Seesaw lunge,The seesaw lunge is a bodyweight exercise that combines both the forward and the reverse lunge. It can also be performed holding dumbbells or other weights. It can be performed for time or reps in the lower-body portion of any workout.,Strength,Quadriceps,Dumbbell,Intermediate,,
1941,1941,FYR Dumbbell Front Squat,"The dumbbell front squat targets the quads, glutes, and hamstrings, as well as the upper body and challenging core stability for building total body strength.",Strength,Quadriceps,Dumbbell,Intermediate,,
1942,1942,Dumbbell split squat,"The dumbbell split squat is a popular lower-body exercise to build strength and muscle one leg at a time. It can be used to teach proper lunge form, but is also valuable on its own when trained in traditional strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Quadriceps,Dumbbell,Intermediate,,
1943,1943,Dumbbell deadlift,"The dumbbell deadlift is a movement that targets the hamstrings, glutes, and back muscles. While it can be performed all the way from the ground, in the style of a barbell deadlift, it is more often performed from the top down as a Romanian deadlift. The dumbbell deadlift can be performed in low rep ranges to build posterior strength, or for moderate to high reps to build muscle and endurance.",Strength,Quadriceps,Dumbbell,Intermediate,,
1944,1944,Single-arm stiff-legged deadlift,"The single-arm stiff-legged deadlift is a dumbbell exercise that targets the hamstrings, glutes, lower and upper back, and core. The difference between a stiff-legged deadlift and a Romanian deadlift is primarily the amount of knee bend. The knees are only slightly bent in a stiff-legged deadlift, while they bend more in a Romanian deadlift. Stiff-legged deadlifts are generally performed for low to moderate reps, such as 8-10 reps per set, with a focus on maximizing the hamstring stretch rather than moving heavy weight. Feel free to wear a weight belt to protect your lower back.",Strength,Quadriceps,Dumbbell,Intermediate,,
1945,1945,HM Dumbbell Overhead Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1946,1946,HM Dumbbell Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1947,1947,UNS Dumbbell Goblet Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1948,1948,Single-Arm Dumbbell Snatch,,Strength,Quadriceps,Dumbbell,Intermediate,,
1949,1949,KV Dumbbell Lunges,,Strength,Quadriceps,Dumbbell,Intermediate,,
1950,1950,Holman Squat to Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
1951,1951,Holman Burpee to Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
1952,1952,Holman Slow Weighted Reverse Lunge,,Strength,Quadriceps,Dumbbell,Intermediate,,
1953,1953,Holman Slow Weighted Plie Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1954,1954,Holman Weighted Lunge Jump with Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
1955,1955,Holman Left Reverse Lunge Chest Press to Left Knee-Up Chest Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1956,1956,Holman Weighted Lunge Jump with Chest Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1957,1957,Holman Weighted Half Jack to Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
1958,1958,Holman Weighted Half Jack to Chest Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1959,1959,Holman 180 Jump to Renegade Side Raise,,Strength,Quadriceps,Dumbbell,Intermediate,,
1960,1960,Holman Right Reverse Lunge Biceps Curl to Right Knee-Up Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
1961,1961,Holman Roll-Back to Squat Thrust to Renegade Row,,Strength,Quadriceps,Dumbbell,Intermediate,,
1962,1962,Holman Roll-Back to Squat Thrust to Renegade Triceps Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1963,1963,Holman Weighted Narrow Squat Jump,,Strength,Quadriceps,Dumbbell,Intermediate,,
1964,1964,Holman Diagonal Deadlift,,Strength,Quadriceps,Dumbbell,Intermediate,,
1965,1965,Holman Weighted Burpee to Triceps Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1966,1966,Holman Squat Thrust Overhead Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1967,1967,Holman Weighted Burpee to Chest Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1968,1968,Holman Squat to Right-Arm Overhead Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1969,1969,Holman Right Lunge Jump with Right Overhead Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1970,1970,Holman Left Lunge Jump with Left Overhead Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1971,1971,Holman Heavy Hip Drive,,Strength,Quadriceps,Dumbbell,Intermediate,,
1972,1972,Holman Squat to Left-Arm Overhead Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1973,1973,Holman Weighted Lunge Jump to Floor Lunge Jump,,Strength,Quadriceps,Dumbbell,Intermediate,,
1974,1974,Holman Alternating Weighted Lunge Jump to Chest Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1975,1975,Holman Weighted Burpee to Overhead Alternating Reverse Lunge,,Strength,Quadriceps,Dumbbell,Intermediate,,
1976,1976,Holman Weighted 180 Jump to Chest Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1977,1977,Holman Alternating Side Squat Overhead Press,,Strength,Quadriceps,Dumbbell,Intermediate,,
1978,1978,Holman Right Lunge with Right Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
1979,1979,Holman Left Lunge with Left Biceps Curl,,Strength,Quadriceps,Dumbbell,Intermediate,,
1980,1980,Holman Squat Thrust to Alternating Front Raise,,Strength,Quadriceps,Dumbbell,Intermediate,,
1981,1981,Dumbbell racked reverse lunge,"The dumbbell racked reverse lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. Holding dumbbells in the racked position further challenges the core and upper-back muscles to maintain posture while the lower body moves. Lunge variations are often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing split squats instead.",Strength,Quadriceps,Dumbbell,Intermediate,,
1982,1982,Total Fitness Dumbbell Reverse Lunge,"The dumbbell reverse lunge is a great single-leg movement that strengthens and builds the quads, hamstrings, and glutes.",Strength,Quadriceps,Dumbbell,Intermediate,,
1983,1983,Single-arm dumbbell snatch-,"The single-arm dumbbell snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. It involves lifting a dumbbell from the ground to overhead in a single movement. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.",Strength,Quadriceps,Dumbbell,Intermediate,,
1984,1984,Total Fitness Dumbbell Step-Up,"The dumbbell step-up is a great exercise for building lower-body strength and power. The dumbbell version is better for intermediate and advanced lifters than beginners, who should begin by performing these unweighted.",Strength,Quadriceps,Dumbbell,Intermediate,,
1985,1985,Single-arm dumbbell front squat,"The single-arm dumbbell front squat is an exercise that targets the quads, glutes, and hamstrings, as well as the upper body. It also challenges oblique strength due to the offset loading. It can be performed in strength and muscle-focused workouts, in circuit training, or as part of a larger dumbbell complex with movements like single-arm dumbbell clean and presses.",Strength,Quadriceps,Dumbbell,Intermediate,,
1986,1986,King Maker Weighted Jump Squat,"The dumbbell jump squat takes a classic bodybuilding move, the squat, and adds a plyometric element, the jump. It builds not only lower-body strength but also explosiveness.",Strength,Quadriceps,Dumbbell,Intermediate,,
1987,1987,3D dumbbell lunge,"The 3D dumbbell lunge is a sequence of lower-body exercises that target the muscles of the glutes, quads, and hamstrings from a variety of angles. It consists of one curtsy lunge with each leg, followed by one reverse lunge with each leg. This lunge variation is most commonly performed for multiple rounds as part of a lower-body circuit or workout.",Strength,Quadriceps,Dumbbell,Intermediate,,
1988,1988,MetaBurn Dumbbell Burpee,,Strength,Quadriceps,Dumbbell,Intermediate,,
1989,1989,Dumbbell jump squat with rotation,"The dumbbell jump squat with rotation is a popular movement combining an explosive lower-body movement with extra upper-body loading in the form of dumbbells held in the hands. Each jump ends with the body turned 90 degrees, adding a rotational power component to the lift. It is usually performed with light weights for high reps in fat-loss and conditioning workouts.",Strength,Quadriceps,Dumbbell,Intermediate,,
1990,1990,MetaBurn Dumbbell Wide Squat to Rack,,Strength,Quadriceps,Dumbbell,Intermediate,,
1991,1991,MetaBurn Reverse Lunge To High Pull,,Strength,Quadriceps,Dumbbell,Intermediate,,
1992,1992,MetaBurn Reverse Lunge With Overhead Raise,,Strength,Quadriceps,Dumbbell,Intermediate,,
1993,1993,MetaBurn Squat to Triceps Extension,,Strength,Quadriceps,Dumbbell,Intermediate,,
1994,1994,30 Legs Dumbbell Goblet Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1995,1995,30 Legs Dumbbell Squat,,Strength,Quadriceps,Dumbbell,Intermediate,,
1996,1996,Dumbbell step-down reverse lunge,"The dumbbell step-down reverse lunge is an exercise targeting the lower body, particularly the glutes and hamstrings. The front foot is slightly elevated during this movement, making the subsequent step-down more pronounced and difficult. These are usually performed for time or for relatively high reps, such as 10 reps or more per side.",Strength,Quadriceps,Dumbbell,Intermediate,,
1997,1997,Tire flip,"The tire flip is an exercise that works the entire body, starting from a deadlift position and ending with a giant tire being flipped over. Each flip moves the tire farther in one direction until a set has been completed. It can be performed for time or reps as part of a functional fitness or athleticism-focused workout.",Strongman,Quadriceps,Other,Intermediate,9.4,Average
1999,1999,Bear crawl sled drag,"The bear crawl sled drag is an advanced variation of the bear crawl exercise involving added resistance from a sled or other weight. If no sled is available, other viable options include dragging chain, a barbell plate, or a tire. The bear crawl sled drag is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, particularly the shoulders, core, and legs. It can be done in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strongman,Quadriceps,Other,Intermediate,9.0,Average
2000,2000,Bicycling,,Cardio,Quadriceps,Other,Intermediate,8.9,Average
2001,2001,Hex-bar deadlift,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Strength,Quadriceps,Other,Intermediate,8.8,Average
2003,2003,Weighted sissy squat,"The weighted sissy squat is an exercise primarily targeting the quadriceps. In sissy squats, the knees travel over the toes, placing the quads under a fairly extreme stretch. They are usually performed for moderate to high reps as part of a lower-body training session.",Strength,Quadriceps,Other,Intermediate,8.4,Average
2004,2004,Dumbbell step-up,"The dumbbell step-up is a great exercise for building lower-body strength and power. It targets all the same muscles as bodyweight step-ups, such as the quads, glutes, and hamstrings, but allows for greater muscular overload.",Strength,Quadriceps,Dumbbell,Intermediate,8.2,Average
2008,2008,Bench skip,"The bench skip is an explosive lower-body exercise that involves alternating the position of the feet on top of a bench. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit.",Plyometrics,Quadriceps,Other,Intermediate,7.0,Average
2010,2010,Sled Push,"The sled push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a sled along a turf or other flat surface either for time or distance. Depending on your type of equipment, you may be pushing handles or straps in front of the sled. It can be used as part of a dynamic warm-up or for power training, as a finisher, or as part of a conditioning workout or circuit.",Strongman,Quadriceps,Other,Intermediate,6.8,Average
2011,2011,Barbell squat with plate slide,"The barbell squat with plate slide is an exercise targeting the quadriceps, with the plate slide also working the adductors and abductors. It can help you get more total-leg and hip development out of squats, but is probably not the sort of thing you want to do with a seriously heavy load on your back.",Strength,Quadriceps,Other,Intermediate,6.7,Average
2012,2012,Suspended split squat,"The suspended split squat is a single-leg squat variation performed with the rear leg in a suspension strap system. This allows the rear leg to move slightly more naturally than it would be able to on a bench. The exercise targets the quads, hamstring, and glute muscles on the front leg, but also taxes and stretches the quads on the rear leg.",Strength,Quadriceps,Other,Intermediate,6.5,Average
2014,2014,Sled Drag - Harness,,Strongman,Quadriceps,Other,Intermediate,0.0,Average
2015,2015,Burpee over barbell,"The burpee over barbell is an exercise that takes the burpee, a popular functional fitness move, and separates each rep with a lateral jump across the barbell. It works the cardiovascular system, but also the chest, quads, glutes, hamstrings, and abs. This exercise is a favorite of many athletes, including obstacle race participants.",Plyometrics,Quadriceps,Other,Intermediate,0.0,
2016,2016,Dumbbell walking lunge-,"The dumbbell walking lunge is a popular lower-body movement that targets the muscles of the quads, glutes, hamstrings, and hips. It also works the core and upper-back muscles to maintain posture while the lower body moves. The dumbbell walking lunge is often performed for moderate to high reps, such as 8-12 reps per leg or more, as part of the lower-body portion of a workout. If this movement hurts your knees, try performing reverse lunges or split squats instead.",Strength,Quadriceps,Other,Intermediate,0.0,Average
2021,2021,Single-cone sprint drill,"The single-cone sprint drill is an agility drill that involves moving quickly around a single cone. It demands that an athlete start, stop, and change directions all in a short period of time and a small space. It can be beneficial for football players and other athletes where quick changes of direction are important.",Plyometrics,Quadriceps,Other,Intermediate,0.0,
2025,2025,Burpee Box-Jumps,,Plyometrics,Quadriceps,Other,Intermediate,0.0,
2027,2027,Single-leg knee-tap squat,"The single-leg knee-tap squat is a single-leg squat variation that involves “floating” the back leg over the ground on the descent until touching just the knee to the ground or a pad. It is similar to a lunge, but without touching the back foot to the ground. It is an intense strength and coordination challenge that can work in any strength- or athleticism-focused workout.",Strength,Quadriceps,Other,Intermediate,0.0,Average
2031,2031,Plate push,"The plate push is a conditioning exercise that targets the cardiovascular system and the muscles of the lower body. It involves pushing a plate along turf or another flat surface either for time or distance. It can be used as part of a dynamic warm-up or for power training, as a finisher, or as part of a conditioning workout or circuit.",Cardio,Quadriceps,Other,Intermediate,,
2032,2032,Hybrid deadlift,"The hybrid deadlift is a version of the barbell deadlift in which the lifter's stance is wider than a conventional position, but narrower than a wide sumo deadlift. The feet are just outside the shoulders and grip placement is just inside of the legs. Many non-competitive lifters find this position to be more spine friendly and strong than either of the other traditional stances. This variation of the deadlift has all the same benefits as the others, and is capable of building serious full-body and posterior chain strength.",Strength,Quadriceps,Other,Intermediate,,
2033,2033,Boss Everline Suspension Side Run,,Strength,Quadriceps,Other,Intermediate,,
2034,2034,Boss Everline Lunge Sled Push,,Strength,Quadriceps,Other,Intermediate,,
2035,2035,Squat Bottom Position Hold,,Strength,Quadriceps,Other,Intermediate,,
2036,2036,TRX Squat Jump,,Strength,Quadriceps,Other,Intermediate,,
2037,2037,Landmine squat,"The landmine squat is a lower-body exercise that uses an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. The landmine squat is similar in many ways to a goblet squat, but with slight differences due to the angle of the barbell. It can be trained in traditional muscle and strength-focused rep ranges or for higher reps.",Strength,Quadriceps,Other,Intermediate,,
2038,2038,Dumbbell Bulgarian split squat,"The dumbbell Bulgarian split squat is a single-leg exercise targeting the quads, glutes, and hamstrings. Overloading the movement with dumbbells usually presents less of a balance challenge than putting a barbell on the back. Dumbbell split squats are usually performed for moderate to high reps, such as 8-12 reps per leg, but they are also effective done with heavier weights in lower rep ranges.",Strength,Quadriceps,Other,Intermediate,,
2039,2039,Holman Towel Alternating Prisoner Reverse Lunge,,Strength,Quadriceps,Other,Intermediate,,
2040,2040,Holman Weighted Burpee to Belly Touch,,Strength,Quadriceps,Other,Intermediate,,
2041,2041,Holman Weighted Burpee to Front Punch,,Strength,Quadriceps,Other,Intermediate,,
2042,2042,Holman Weighted Low Squat Punch,,Strength,Quadriceps,Other,Intermediate,,
2043,2043,Holman Weighted Hook Punch to Squat Thrust,,Strength,Quadriceps,Other,Intermediate,,
2044,2044,Holman Towel Alternating Side Lunge Squat,,Strength,Quadriceps,Other,Intermediate,,
2045,2045,Holman Weighted Burpee to Renegade Side Punch,,Strength,Quadriceps,Other,Intermediate,,
2046,2046,Holman Weighted Reverse Lunge to Knee-Up Overhead Press,,Strength,Quadriceps,Other,Intermediate,,
2047,2047,Holman Lunge Jump with Overhead Press,,Strength,Quadriceps,Other,Intermediate,,
2048,2048,Holman Weighted Burpee to Belly Touch to Standing T,,Strength,Quadriceps,Other,Intermediate,,
2049,2049,Holman Weighted Squat Jump,,Strength,Quadriceps,Other,Intermediate,,
2050,2050,Holman Weighted Plie Squat,,Strength,Quadriceps,Other,Intermediate,,
2051,2051,Holman Heels-Elevated Sissy Squat,,Strength,Quadriceps,Other,Intermediate,,
2052,2052,Holman Squat Jump to Overhead Press,,Strength,Quadriceps,Other,Intermediate,,
2053,2053,Holman 180 Jump to Overhead Press,,Strength,Quadriceps,Other,Intermediate,,
2054,2054,Holman Weighted Burpee to Row,,Strength,Quadriceps,Other,Intermediate,,
2055,2055,Holman Weighted Burpee to 180 Jump,,Strength,Quadriceps,Other,Intermediate,,
2056,2056,Holman Weighted 180 Jump,,Strength,Quadriceps,Other,Intermediate,,
2057,2057,Holman Weighted Narrow-Mid-Wide Hop,,Strength,Quadriceps,Other,Intermediate,,
2058,2058,Holman Alternating Weighted Diagonal Burpee,,Strength,Quadriceps,Other,Intermediate,,
2059,2059,Holman Towel Burpee to Push-Up,,Strength,Quadriceps,Other,Intermediate,,
2060,2060,Holman Towel Right Side Squat,,Strength,Quadriceps,Other,Intermediate,,
2061,2061,ACFT Sprint-drag-carry,"The sprint-drag-carry is a strength and endurance relay that is part of the new Army Combat Fitness Test or ACFT. It combines sprinting, reverse sled drag, side shuffle, and a farmer's carry to test overall strength and athletic conditioning. Practicing this relay as a drill is great for developing strenght, speed, endurance, and power, and can also be great conditioning work for lifters and athletes of all ability levels.",Strength,Quadriceps,Other,Intermediate,,
2064,2064,KV Cable Squat,,Strength,Quadriceps,Cable,Intermediate,,
2065,2065,Single-Leg Press,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",Strength,Quadriceps,Machine,Intermediate,9.6,Average
2066,2066,Stair climber,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Quadriceps,Machine,Intermediate,9.1,Average
2067,2067,Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Quadriceps,Machine,Intermediate,8.8,Average
2068,2068,Elliptical trainer,"The elliptical trainer is a popular machine for cardiovascular training without the significant impact on your joints of running. On many machines, you can adjust the resistance level to make the movement more difficult for all four limbs. The elliptical is a mainstay in most commercial gyms, and can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",Cardio,Quadriceps,Machine,Intermediate,8.8,Average
2069,2069,Narrow-stance leg press,"The narrow-stance leg press is a machine-based exercise that targets the muscles of the legs. It emphasizes the quads, particularly the muscles of the outer quads and hips. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training when it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,8.8,Average
2071,2071,Stairmaster,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Quadriceps,Machine,Intermediate,8.8,Average
2072,2072,Machine Squat,,Strength,Quadriceps,Machine,Intermediate,8.8,Average
2073,2073,Smith machine back squat,"The Smith machine back squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Quadriceps,Machine,Intermediate,8.7,Average
2074,2074,Leg Extensions,The leg extension is an isolation exercise for the quads.,Strength,Quadriceps,Machine,Intermediate,8.5,Average
2075,2075,Treadmill running,"Treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your running and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Machine,Intermediate,8.4,Average
2076,2076,Stationary bike,"The stationary bike is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stationary bike also helps develop the lower body. Stationary bikes come in multiple variations, ranging from ones that resemble riding a bike, to recumbent bikes, to fan bikes that work both the arms and the legs. No matter the variation, a stationary bike can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Quadriceps,Machine,Intermediate,8.3,Average
2077,2077,Treadmill jogging,"Treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your jogging and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Quadriceps,Machine,Intermediate,8.3,Average
2079,2079,Smith machine leg press,"The Smith machine leg press is a machine-based movement that targets the quads, glutes, and hamstrings. It can serve as a substitute for the leg press or be programmed similarly to the leg press. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling.",Strength,Quadriceps,Machine,Intermediate,8.0,Average
2080,2080,Lying Machine Squat,,Strength,Quadriceps,Machine,Intermediate,8.0,Average
2081,2081,Seated Leg Press,"The seated leg press is a lower body exercise that targets the quads, adductors, glutes, and hamstrings.",Strength,Quadriceps,Machine,Intermediate,7.7,Average
2082,2082,Smith machine pistol squat,"The Smith machine pistol squat is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in form to a pistol squat but is performed with a bar on the shoulders. This adds extra resistance, but also eliminates some of the balance challenge of single-leg squats. This squat variation can be performed in low reps for strength or for higher reps for muscle gain.",Strength,Quadriceps,Machine,Intermediate,7.0,Average
2084,2084,Leg press-,"The leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. It's a favorite among lifters who prefer the seated position to standing with a load on the spine. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,,
2085,2085,TBS Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,,
2086,2086,Leg Extensions - Gethin Variation,The leg extension is an isolation exercise for the quads.,Strength,Quadriceps,Machine,Intermediate,,
2087,2087,Seated leg press-,"The seated leg press is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in many ways to larger leg press machines, but often utilizes a selectorized weight stack rather than plate loading. Leg press variations are often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,,
2088,2088,Smith machine front squat,"The Smith machine front squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Quadriceps,Machine,Intermediate,,
2089,2089,Machine Deadlift - Gethin Variation,,Strength,Quadriceps,Machine,Intermediate,,
2090,2090,Single-leg hack squat,"The single-leg hack squat is a lower-body exercise mainly targeting the quads, performed one side at a time per set. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,,
2091,2091,Narrow-stance hack squat,"The narrow-stance hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,,
2092,2092,Alternating Single-Leg Curl - Gethin Variation,,Strength,Quadriceps,Machine,Intermediate,,
2093,2093,Stiff-Legged Deadlift - Gethin Variation,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Quadriceps,Machine,Intermediate,,
2094,2094,Single-Leg Press - Gethin Variation,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",Strength,Quadriceps,Machine,Intermediate,,
2095,2095,Hack squat-,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Quadriceps,Machine,Intermediate,,
2096,2096,Smith machine lunge squat,"The Smith machine lunge squat is an exercise targeting the quads, glutes, and hamstrings. Using added weight allows you to overload the exercise beyond body weight and perform the movement in strength ranges. The Smith machine mimics a barbell but provides more stability.",Strength,Quadriceps,Machine,Intermediate,,
